CREATED DATE,ItemSearchName,ProductType,Reviews,Rating
8/1/2018,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","This thing is a beast.. works great..  thought it was broken when got it.. but then I remembered that it has a safety switch...I did bend the bar already but parts on order.. otherwise bed chainsaw I have ever used..  
And if Scprior88 is still around check ur safety switch first",5
8/1/2018,2426-20,M12™ Cordless Multi-Tool (Tool Only),"It is a very versatile and practical tool, it is wireless and despite that it has enough power to do its job. It is important to note that it is a tool for rough but domestic use, for example is to sand small pieces of wood, not to say that you can not large furniture, just take too much. And regarding quality, well, it's Milwaukee !!",5
8/1/2018,2503-20,"M12 FUEL™ 1/2"" Drill Driver (Tool Only)",my last one worked like a champ for 4 years. I was going strong until I loaned it out and they dropped into water and used right after.,5
8/1/2018,48-08-0551,Folding Miter Saw Stand,"Its a nice piece of equipment. well built, sturdy, it will get the job done and look pretty while you do it. All moving parts have a nice smooth action. legs snap closed firm and open easy. When the saw is on it, it is secure and there is no worry it may come loose. 
However, I give 3 stars. There is nothing that stands out as unique. 
I would like to see a more modular approach to accessories like this.It boasts a 500 lb capacity, but as a mitre stand you wouldnt even need half that. utilize the rail with something other than a table. how about, a swivel clamp sturdy enough to secure some material for a cope. the top of the clamp could double as a material support for medium sized pieces. there are never enough clamps. even un umbrella that clicks to rail with an articulating arm, for protection from sun and surprise rain showers. i would also like my stand to have power, Im sure u could add a m18 battery receiver by that handle. Maybe juice up a few usb ports. A holder/bracket to hold m18 vacuum for dust collection. And many other uses for an adaptable rail.
 It definitely needs a wheel as well. Its a battery powered saw, I dont need to stay set up in the same spot, and moving the saw and stand as one itsnt easy. Which takes away from the advantage of having a saw such as this. 
I love me some Milwaukee tools, 
let me innovate for you!",3
8/2/2018,2866-20,M18 FUEL™ Drywall Screw Gun (Tool Only),"What's great is, it's so quiet when running and the Auto is awesome. Just bought last month and bought dewalt today for comparison. No comparison when it comes to Auto but dewalt will catch up when the patent expires. I have no problem with dewalt/black decker but Milwaukee scored a grand slam with the Auto. B&D's drywall router rocks tho.",5
8/2/2018,48-22-4202,Tubing Cutter,I install and repair irrigation systems in Arizona. This is the BEST tube cutting tool I've ever used.,5
8/2/2018,48-11-1812,M18 REDLITHIUM™ HIGH OUTPUT™ HD12.0 Battery Pack,"Just received my new 12.0 along with the new Milwaukee chainsaw and couldn’t wait to see how they would stack up against my DeWalt chainsaw. I unpacked the battery and placed it in the charger. I came back an hour later expecting to find a fully charged battery but instead the charger was blinking green-red-green-red indicating a faulty battery. A call to Milwaukee confirmed this. My next call was to my supplier to get a replacement battery. I was told that they had no replacement batteries and that my name would be placed on a list (possibly a long one) for a replacement. 
I have a shop full of DeWalt 18volt tools and this was my first foray into the Milwaukee 18fuel line. How does a company like Milwaukee lack the simple quality control that would have prevented a faulty battery pack from ever leaving the factory? 
My new Milwaukee chainsaw sits on the shelf while my DeWalt continues to cut log after log. Milwaukee definitely has me seeing RED but not in a good way!",1
8/2/2018,48-22-8250,Jobsite Cooler,I would not buy this product again because it leaks water after the ice melts.,1
8/2/2018,2757-20,"M18 FUEL™ with ONE-KEY™ 1/4"" Hex Impact Driver (Tool Only)",Just bought a M18 drill and impact combo 3rd use and quick release chuck fell apart taking it back to swap it out,2
8/2/2018,2352-20,M18™ Stick Light,"I use this light for under sinks, crawl spaces and attics. It is very bright, durable and I like the adjustable angles and hook. last a long time in 1 battery..",5
8/3/2018,48-22-8520,"46"" 8-Drawer Rolling Steel Storage Cabinet",Love this tool box. It truly is an affordable alternative to pricey tool truck boxes with no sacrifice in quality or performance. Literally stood in the large bottom drawer with the dual 100lb slides. I'm 190lbs..the drawer is straight and still soft closes like the day I bought it.,5
8/3/2018,48-11-1812,M18 REDLITHIUM™ HIGH OUTPUT™ HD12.0 Battery Pack,"This battery fits all my Milwaukee tools: leaf blower, chainsaw, LED project light, reciprocating saw, and drill.  It charges up in a couple of hours, and it lasts for days, swapping it out among my tools.  It is great to have this extra capacity!",5
8/3/2018,2475-21XC,M12™ Compact Inflator kit,"I first used it to top off all four of my wife's car tires. It was about 10psi in each tire and it did take a little while but with the auto shut off I set it and walked away. Once it shut off I moved it to the next tire. I would have given it 5 stars but the unit was pretty hot after doing 4 tires consecutively so I'm a little concerned with the longevity of the tool. Works great for airing up bikes, balls, pool toys, ect as well",4
8/3/2018,48-22-5107,Compact Billet Torpedo Level,"Great tool ,one of the best levels a sprinkler fitter cuold use . I actually had mine stolen two weeks old and turned around and bought another brand new one .",5
8/4/2018,6161-33,"13 Amp 6""   Small Angle Grinder  Slide, Lock-On","I love this grinder it always has a cutting wheel on it and it just flies through the metal. Also is an extremely smooth running machine, also it's smaller then most grinders in this size category and it just feels great for me. Great product thank you Milwaukee!!!",5
8/4/2018,2458-20,M12™ Cordless Palm Nailer (Tool Only),"I am a roofing contractor, and it comes in handy for working in tight spaces under overhanging areas where a gun won't fit, and there's no room to swing a hatchet(roofing hammer). Also great for driving in 3.5"" spikes, anytime or place you don't want to swing a big hammer.
I will do another review after a few months of use, but as I have stuck to Milwaukee tools almost exclusively due to their lifespan of tools and batteries, I expect the same from this solid feeling tool.",5
8/4/2018,2780-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Paddle Switch No-Lock (Tool Only)","Its new.... it works when it wants to. When I press the paddle it will start up and stop immediately even when cold or cool. After 10-15 tries and battery changes to make sure it's not the fully charged battery it sometimes works. When it works it works well.... its light but strong. I would say I got a lemon except I see another review with my exact same problem. It's under warranty as it's only a few months old but seems very unfair that the warranty says I need to pay for the shipping and insurance to the repair place. I have all Milwakee tools but now I may have to buy a different product, battery and charger if Milwakee cant make mine work properly. I'll update after repairs.",2
8/5/2018,0880-20,M18™ Wet/Dry Vacuum (Bare Tool),"Works great. Loud as others have mentioned and not as powerful as a big 30 gallon shop vac. Won't quite pick up big nails and bolts that you can get by hand but does just about everything else. BUT its very light and runs for long enough to get the job done on about hakf of a 5.0 battery charge. We use it on nearly every electrical install job. Gets rid of steel shavings, concrete dust, wood dust, dust bunnies, all the stuff that accumulates in and around equipment during installs. I've even taken it to a coal loading terminal and cleaned panels all day where this little thing got all the loose stuff out while I came behind to do a final wipe with denatured alcohol.

I've probably ""sold"" a few. Customers always think it's a tool box then get blown away when we use it. Next time we go back their maintenance crews have them.

Only trouble is no ""IP"" rating for a reason. On the first one I left it in back on a late install in Myrtle Beach. On the way back to North Carolina like usual it rained. Battery was fine even with water puddled in the bottom of the battery compartment but vacuum was destroyed. On a wet/dry vac. I don't think it's safe to use as a wet vac for that reason. Would be trivial to add some gaskets and make it water resistant.",4
